Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.01   1102.68     0.06        1     0.06     0.06  igrid_NormalizeRoads
  0.00   1102.74     0.06 30390258     0.00     0.00  stats_IncrementZFailure
  0.00   1102.76     0.02        1     0.02     1.16  mem_Init
  0.00   1102.77     0.02 11472948     0.00     0.00  stats_IncrementUrbanSuccess
  0.00   1102.78     0.01  4343149     0.00     0.00  char_out
  0.00   1102.79     0.01  3868007     0.00     0.00  stats_IncrementSlopeFailure
  0.00   1102.80     0.01   661961     0.00     0.00  spr_urbanize_nghbr
  0.00   1102.81     0.01     9580     0.00     0.00  timer_Start
  0.00   1102.82     0.01     9580     0.00     0.00  timer_Stop
  0.00   1102.83     0.01     8074     0.00     0.00  mem_wgrid_push
  0.00   1102.84     0.01     1348     0.00     0.00  igrid_GetIGridRoadPixelCount
  0.00   1102.85     0.01      823     0.00     0.00  cl_hash
  0.00   1102.86     0.01        4     0.00     0.06  gdif_WriteColorKey
  0.00   1102.87     0.01  1680432     0.00     0.00  stats_IncrementDeltaFailure
  0.00   1102.87     0.01   406082     0.00     0.00  stats_IncrementEcludedFailure
  0.00   1102.87     0.00 28682068     0.00     0.00  landclass_GetNumReducedclasses
  0.00   1102.87     0.00   729792     0.00     0.00  scen_GetCriticalSlope
  0.00   1102.87     0.00    17118     0.00     0.00  flush_char
  0.00   1102.87     0.00    14232     0.00     0.00  proc_GetCurrentYear
  0.00   1102.87     0.00    13943     0.00     0.00  GetDataBlock
  0.00   1102.87     0.00     9771     0.00     0.00  igrid_GridRelease
  0.00   1102.87     0.00     9216     0.00     0.00  gdImageColorAllocate
  0.00   1102.87     0.00     8072     0.00     0.00  mem_GetWGridFree
  0.00   1102.87     0.00     8072     0.00     0.00  mem_GetWGridPtr
  0.00   1102.87     0.00     5003     0.00     0.00  proc_GetProcessingType
  0.00   1102.87     0.00     4696     0.00     0.00  proc_GetCurrentRun
  0.00   1102.87     0.00     4037     0.00     0.00  igrid_GetSlopeGridPtr
  0.00   1102.87     0.00     4032     0.00     0.00  coeff_GetCurrentSlopeResist
  0.00   1102.87     0.00     3004     0.00     0.00  scen_GetLogFlag
  0.00   1102.87     0.00     2912     0.00     0.00  pgrid_GetZPtr
  0.00   1102.87     0.00     2816     0.00     0.00  proc_GetStopYear
  0.00   1102.87     0.00     2688     0.00     0.00  coeff_GetCurrentBreed
  0.00   1102.87     0.00     2688     0.00     0.00  coeff_GetCurrentDiffusion
  0.00   1102.87     0.00     2688     0.00     0.00  coeff_GetCurrentRoadGravity
  0.00   1102.87     0.00     2688     0.00     0.00  coeff_GetCurrentSpread
  0.00   1102.87     0.00     2688     0.00     0.00  igrid_GetLanduseYear
  0.00   1102.87     0.00     2688     0.00     0.00  stats_SetSDG
  0.00   1102.87     0.00     1835     0.00     0.00  scen_GetLogFP
  0.00   1102.87     0.00     1833     0.00     0.00  proc_GetCurrentMonteCarlo
  0.00   1102.87     0.00     1691     0.00     0.00  scen_GetCriticalLow
  0.00   1102.87     0.00     1629     0.00     0.00  scen_CloseLog
  0.00   1102.87     0.00     1628     0.00     0.00  scen_Append2Log
  0.00   1102.87     0.00     1539     0.00     0.00  scen_GetDoingLanduseFlag
  0.00   1102.87     0.00     1412     0.00     0.00  igrid_GetUrbanGridPtr
  0.00   1102.87     0.00     1409     0.00     0.00  scen_GetEchoFlag
  0.00   1102.87     0.00     1408     0.00     0.00  pgrid_GetDeltatronPtr
  0.00   1102.87     0.00     1408     0.00     0.00  scen_GetLogProcessingStatusFlag
  0.00   1102.87     0.00     1377     0.00     0.00  landclass_GetNewIndicesPtr
  0.00   1102.87     0.00     1376     0.00     0.00  trans_GetClassSlope
  0.00   1102.87     0.00     1376     0.00     0.00  trans_GetFTransition
  0.00   1102.87     0.00     1348     0.00     0.00  igrid_GetIGridExcludedPixelCount
  0.00   1102.87     0.00     1347     0.00     0.00  scen_GetWriteCoeffFileFlag
  0.00   1102.87     0.00     1346     0.00     0.00  landclass_GetClassesPtr
  0.00   1102.87     0.00     1345     0.00     0.00  scen_GetViewDeltatronAgingFlag
  0.00   1102.87     0.00     1345     0.00     0.00  scen_GetViewGrowthTypesFlag
  0.00   1102.87     0.00     1344     0.00     0.00  coeff_SelfModication
  0.00   1102.87     0.00     1344     0.00     0.00  coeff_WriteCurrentCoeff
  0.00   1102.87     0.00     1344     0.00     0.00  igrid_GetBackgroundGridPtr
  0.00   1102.87     0.00     1344     0.00     0.00  igrid_GetExcludedGridPtr
  0.00   1102.87     0.00     1344     0.00     0.00  igrid_GetRoadGridPtrByYear
  0.00   1102.87     0.00     1344     0.00     0.00  igrid_TestForUrbanYear
  0.00   1102.87     0.00     1344     0.00     0.00  landclass_GetReducedClassesPtr
  0.00   1102.87     0.00     1344     0.00     0.00  pgrid_GetLand2Ptr
  0.00   1102.87     0.00     1344     0.00     0.00  proc_IncrementCurrentYear
  0.00   1102.87     0.00     1344     0.00     0.00  scen_GetCriticalHigh
  0.00   1102.87     0.00     1344     0.00     0.00  scen_GetLogSlopeWeightsFlag
  0.00   1102.87     0.00     1344     0.00     0.00  stats_GetGrowthRate
  0.00   1102.87     0.00     1344     0.00     0.00  stats_GetPercentUrban
  0.00   1102.87     0.00     1344     0.00     0.00  stats_SetOG
  0.00   1102.87     0.00     1344     0.00     0.00  stats_SetPOP
  0.00   1102.87     0.00     1344     0.00     0.00  stats_SetRT
  0.00   1102.87     0.00     1344     0.00     0.00  stats_SetSNG
  0.00   1102.87     0.00     1266     0.00     0.00  scen_GetRdGrvtySensitivity
  0.00   1102.87     0.00     1266     0.00     0.00  scen_GetSlopeSensitivity
  0.00   1102.87     0.00     1153     0.00     0.00  scen_GetMonteCarloIterations
  0.00   1102.87     0.00     1041     0.00     0.00  scen_GetBust
  0.00   1102.87     0.00     1008     0.00     0.00  scen_GetBoom
  0.00   1102.87     0.00      416     0.00     0.00  util_trim
  0.00   1102.87     0.00      398     0.00     0.00  scen_GetOutputDir
  0.00   1102.87     0.00      391     0.00     0.00  igrid_GetUrbanCount
  0.00   1102.87     0.00      384     0.00     0.00  igrid_UrbanYear2Index
  0.00   1102.87     0.00      320     0.00     0.00  stats_linefit
  0.00   1102.87     0.00      257     0.00     0.00  proc_GetTotalRuns
  0.00   1102.87     0.00      216     0.00     0.00  Putword
  0.00   1102.87     0.00      194     0.00     0.00  out_write_restart_data
  0.00   1102.87     0.00      192     0.00     0.00  igrid_GetUrbanGridPtrByYear
  0.00   1102.87     0.00      192     0.00     0.00  stats_CalStdDev
  0.00   1102.87     0.00      192     0.00     0.00  stats_Save
  0.00   1102.87     0.00      165     0.00     0.00  igrid_GetUrbanYear
  0.00   1102.87     0.00      130     0.00     0.00  scen_GetWriteAvgFileFlag
  0.00   1102.87     0.00      130     0.00     0.00  scen_GetWriteStdDevFileFlag
  0.00   1102.87     0.00      126     0.00     0.00  timer_Format
  0.00   1102.87     0.00       98     0.00     0.00  igrid_GetLanduseGridPtr
  0.00   1102.87     0.00       96     0.00     0.00  coeff_GetSavedBreed
  0.00   1102.87     0.00       96     0.00     0.00  coeff_GetSavedDiffusion
  0.00   1102.87     0.00       96     0.00     0.00  coeff_GetSavedRoadGravity
  0.00   1102.87     0.00       96     0.00     0.00  coeff_GetSavedSlopeResist
  0.00   1102.87     0.00       96     0.00     0.00  coeff_GetSavedSpread
  0.00   1102.87     0.00       96     0.00     0.00  coeff_SetCurrentBreed
  0.00   1102.87     0.00       96     0.00     0.00  coeff_SetCurrentDiffusion
  0.00   1102.87     0.00       96     0.00     0.00  coeff_SetCurrentRoadGravity
  0.00   1102.87     0.00       96     0.00     0.00  coeff_SetCurrentSlopeResist
  0.00   1102.87     0.00       96     0.00     0.00  coeff_SetCurrentSpread
  0.00   1102.87     0.00       96     0.00     0.00  stats_CalAverages
  0.00   1102.87     0.00       96     0.00     0.00  stats_ProcessGrowLog
  0.00   1102.87     0.00       96     0.00     0.00  stats_WriteStatsValLine
  0.00   1102.87     0.00       84     0.00     0.00  gdImageChar
  0.00   1102.87     0.00       79     0.00     0.00  scen_GetLogWritesFlag
  0.00   1102.87     0.00       65     0.00     0.00  scen_GetRandomSeed
  0.00   1102.87     0.00       64     0.00     0.00  coeff_LogCurrent
  0.00   1102.87     0.00       64     0.00     0.00  proc_GetNumRunsExecThisCPU
  0.00   1102.87     0.00       64     0.00     0.00  proc_SetCurrentMonteCarlo
  0.00   1102.87     0.00       64     0.00     0.00  proc_SetCurrentYear
  0.00   1102.87     0.00       64     0.00     0.00  scen_GetLogCoeffFlag
  0.00   1102.87     0.00       64     0.00     0.00  scen_GetLogUrbanizationAttemptsFlag
  0.00   1102.87     0.00       64     0.00     0.00  stats_InitUrbanizationAttempts
  0.00   1102.87     0.00       64     0.00     0.00  stats_LogUrbanizationAttempts
  0.00   1102.87     0.00       64     0.00     0.00  timer_Read
  0.00   1102.87     0.00       51     0.00     0.00  coeff_GetStopRoadGravity
  0.00   1102.87     0.00       47     0.00     0.00  gdImageCreate
  0.00   1102.87     0.00       47     0.00     0.00  gdImageDestroy
  0.00   1102.87     0.00       34     0.00     0.00  coeff_GetStepRoadGravity
  0.00   1102.87     0.00       34     0.00     0.00  scen_process_user_color
  0.00   1102.87     0.00       33     0.00     0.00  scen_GetLogTimingsFlag
  0.00   1102.87     0.00       32     0.00     0.00  InitRandom
  0.00   1102.87     0.00       32     0.00     0.00  color_GetColortable
  0.00   1102.87     0.00       32     0.00     0.00  pgrid_GetCumulatePtr
  0.00   1102.87     0.00       32     0.00     0.00  pgrid_GetLand1Ptr
  0.00   1102.87     0.00       32     0.00     0.00  proc_IncrementCurrentRun
  0.00   1102.87     0.00       32     0.00     0.00  proc_IncrementNumRunsExecThisCPU
  0.00   1102.87     0.00       32     0.00     0.00  stats_Analysis
  0.00   1102.87     0.00       27     0.00     0.00  coeff_GetStopSlopeResist
  0.00   1102.87     0.00       21     0.00     0.00  gdImageString
  0.00   1102.87     0.00       21     0.00     0.00  util_AllCAPS
  0.00   1102.87     0.00       18     0.00     0.00  coeff_GetStepSlopeResist
  0.00   1102.87     0.00       17     0.00     0.00  coeff_GetStartRoadGravity
  0.00   1102.87     0.00       15     0.00     0.00  coeff_GetStopSpread
  0.00   1102.87     0.00       15     0.00     0.00  pgrid_GetPGridCount
  0.00   1102.87     0.00       12     0.00     0.20  igrid_Debug
  0.00   1102.87     0.00       12     0.00     0.00  landclass_IsAlandclass
  0.00   1102.87     0.00       12     0.00     0.00  scen_GetProbabilityColorCount
  0.00   1102.87     0.00       11     0.00     0.00  ReadColorMap
  0.00   1102.87     0.00       11     0.00     0.12  gdImageCreateFromGif
  0.00   1102.87     0.00       11     0.00     0.00  grid_dump
  0.00   1102.87     0.00       11     0.00     0.00  igrid_SetGridSizes
  0.00   1102.87     0.00       11     0.00     0.08  igrid_echo_input
  0.00   1102.87     0.00       11     0.00     0.00  mem_GetIGridPtr
  0.00   1102.87     0.00       11     0.00     0.00  scen_GetEchoImageFlag
  0.00   1102.87     0.00       11     0.00     0.00  scen_GetInputDir
  0.00   1102.87     0.00       11     0.00     0.00  scen_GetProbabilityColor
  0.00   1102.87     0.00       10     0.00     0.00  coeff_GetStepSpread
  0.00   1102.87     0.00       10     0.00     0.00  scen_GetNumLanduseClasses
  0.00   1102.87     0.00        9     0.00     0.00  coeff_GetStartSlopeResist
  0.00   1102.87     0.00        9     0.00     0.00  coeff_GetStopBreed
  0.00   1102.87     0.00        8     0.00     0.00  landclassSetColor
  0.00   1102.87     0.00        8     0.00     0.00  landclassSetGrayscale
  0.00   1102.87     0.00        8     0.00     0.00  landclassSetName
  0.00   1102.87     0.00        8     0.00     0.00  landclassSetType
  0.00   1102.87     0.00        8     0.00     0.00  landclass_GetClassColor
  0.00   1102.87     0.00        8     0.00     0.00  scen_GetDeltatronColorCount
  0.00   1102.87     0.00        8     0.00     0.00  scen_GetLanduseClassColor
  0.00   1102.87     0.00        8     0.00     0.00  scen_GetLanduseClassGrayscale
  0.00   1102.87     0.00        8     0.00     0.00  scen_GetLanduseClassName
  0.00   1102.87     0.00        8     0.00     0.00  scen_GetLanduseClassType
  0.00   1102.87     0.00        8     0.00     0.00  scen_GetUrbanDataFilename
  0.00   1102.87     0.00        7     0.00     0.00  wgrid_GetWGridCount
  0.00   1102.87     0.00        6     0.00     0.00  coeff_GetStepBreed
  0.00   1102.87     0.00        6     0.00     0.00  coeff_GetStopDiffusion
  0.00   1102.87     0.00        6     0.00     0.00  mem_GetPGridPtr
  0.00   1102.87     0.00        6     0.00     0.00  scen_GetDeltatronColor
  0.00   1102.87     0.00        5     0.00     0.00  coeff_GetStartSpread
  0.00   1102.87     0.00        5     0.00     0.00  scen_GetUrbanDataFileCount
  0.00   1102.87     0.00        4     0.00     0.00  coeff_GetStepDiffusion
  0.00   1102.87     0.00        4     0.00     0.00  scen_GetLanduseDataFileCount
  0.00   1102.87     0.00        4     0.00     0.00  scen_GetLanduseDataFilename
  0.00   1102.87     0.00        4     0.00     0.00  scen_GetRoadDataFilename
  0.00   1102.87     0.00        3     0.00     0.00  coeff_GetStartBreed
  0.00   1102.87     0.00        3     0.00     0.00  scen_GetRoadDataFileCount
  0.00   1102.87     0.00        2     0.00     0.00  coeff_GetStartDiffusion
  0.00   1102.87     0.00        2     0.00     0.00  out_banner
  0.00   1102.87     0.00        2     0.00     0.00  scen_GetLogMemoryMapFlag
  0.00   1102.87     0.00        2     0.00     0.00  scen_GetSlopeDataFilename
  0.00   1102.87     0.00        2     0.00     0.00  stats_CreateControlFile
  0.00   1102.87     0.00        2     0.00     0.00  stats_CreateStatsValFile
  0.00   1102.87     0.00        1     0.00     0.00  coeff_ConcatenateFiles
  0.00   1102.87     0.00        1     0.00     0.00  coeff_CreateCoeffFile
  0.00   1102.87     0.00        1     0.00     0.00  coeff_LogBestFit
  0.00   1102.87     0.00        1     0.00     0.00  coeff_LogStart
  0.00   1102.87     0.00        1     0.00     0.00  coeff_LogStep
  0.00   1102.87     0.00        1     0.00     0.00  coeff_LogStop
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetBestFitBreed
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetBestFitDiffusion
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetBestFitRoadGravity
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetBestFitSlopeResist
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetBestFitSpread
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStartBreed
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStartDiffusion
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStartRoadGravity
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStartSlopeResist
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStartSpread
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStepBreed
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStepDiffusion
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStepRoadGravity
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStepSlopeResist
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStepSpread
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStopBreed
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStopDiffusion
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStopRoadGravity
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStopSlopeResist
  0.00   1102.87     0.00        1     0.00     0.00  coeff_SetStopSpread
  0.00   1102.87     0.00        1     0.00     0.23  color_Init
  0.00   1102.87     0.00        1     0.00     0.00  color_LogIt
  0.00   1102.87     0.00        1     0.00     0.00  igrid_LogIt
  0.00   1102.87     0.00        1     0.00     3.46  igrid_ReadFiles
  0.00   1102.87     0.00        1     0.00     0.00  igrid_ValidateGrids
  0.00   1102.87     0.00        1     0.00     0.00  igrid_VerifyInputs
  0.00   1102.87     0.00        1     0.00     0.00  igrid_init
  0.00   1102.87     0.00        1     0.00     0.00  landclassSetNumClasses
  0.00   1102.87     0.00        1     0.00     0.00  landclass_Init
  0.00   1102.87     0.00        1     0.00     0.00  landclass_LogIt
  0.00   1102.87     0.00        1     0.00     0.00  mem_CheckMemory
  0.00   1102.87     0.00        1     0.00     0.00  mem_LogMinFreeWGrids
  0.00   1102.87     0.00        1     0.00     1.06  mem_LogPartition
  0.00   1102.87     0.00        1     0.00     0.00  out_center_text
  0.00   1102.87     0.00        1     0.00     0.00  pgrid_Init
  0.00   1102.87     0.00        1     0.00     0.00  proc_GetRestartFlag
  0.00   1102.87     0.00        1     0.00     0.00  proc_SetCurrentRun
  0.00   1102.87     0.00        1     0.00     0.00  proc_SetLastMonteCarlo
  0.00   1102.87     0.00        1     0.00     0.00  proc_SetNumRunsExecThisCPU
  0.00   1102.87     0.00        1     0.00     0.00  proc_SetProcessingType
  0.00   1102.87     0.00        1     0.00     0.00  proc_SetStopYear
  0.00   1102.87     0.00        1     0.00     0.00  proc_SetTotalRuns
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetBackgroundDataFilename
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffBreedBestFit
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffBreedStart
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffBreedStep
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffBreedStop
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffDiffusionBestFit
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffDiffusionStart
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffDiffusionStep
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffDiffusionStop
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffRoadGravityBestFit
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffRoadGravityStart
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffRoadGravityStep
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffRoadGravityStop
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffSlopeResistBestFit
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffSlopeResistStart
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffSlopeResistStep
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffSlopeResistStop
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffSpreadBestFit
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffSpreadStart
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffSpreadStep
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetCoeffSpreadStop
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetDateColor
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetExcludedDataFilename
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetLogBaseStatsFlag
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetLogColortablesFlag
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetLogDebugFlag
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetLogLandclassSummaryFlag
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetLogTransitionMatrixFlag
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetPhase0GrowthColor
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetPhase1GrowthColor
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetPhase2GrowthColor
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetPhase3GrowthColor
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetPhase4GrowthColor
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetPhase5GrowthColor
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetPostprocessingFlag
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetPredictionStartDate
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetScenarioFilename
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetSeedColor
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetWaterColor
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetWhirlgifBinary
  0.00   1102.87     0.00        1     0.00     0.00  scen_GetWriteColorKeyFlag
  0.00   1102.87     0.00        1     0.00     0.00  scen_echo
  0.00   1102.87     0.00        1     0.00     0.00  scen_init
  0.00   1102.87     0.00        1     0.00     0.00  scen_read_file
  0.00   1102.87     0.00        1     0.00     0.00  stats_ConcatenateAvgFiles
  0.00   1102.87     0.00        1     0.00     0.00  stats_ConcatenateControlFiles
  0.00   1102.87     0.00        1     0.00     0.25  stats_Init
  0.00   1102.87     0.00        1     0.00     0.00  stats_LogBaseStats
  0.00   1102.87     0.00        1     0.00     0.00  timer_Init
  0.00   1102.87     0.00        1     0.00     0.00  trans_LogTransition
  0.00   1102.87     0.00        1     0.00     0.00  wgrid_SetWGridCount

			Call graph


granularity: each sample hit covers 2 byte(s) for 0.00% of 1102.87 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     99.7    0.00 1099.06                 main [1]
                1.91 1090.56      32/32          drv_driver [2]
                0.00    3.46       1/1           igrid_ReadFiles [20]
                0.02    1.14       1/1           mem_Init [28]
                0.00    1.06       1/1           mem_LogPartition [32]
                0.00    0.25       1/1           stats_Init [40]
                0.00    0.23       1/1           color_Init [42]
                0.00    0.20       1/12          igrid_Debug [22]
                0.15    0.02       1/1           trans_Init [46]
                0.06    0.00       1/1           igrid_NormalizeRoads [52]
                0.00    0.00       1/9580        timer_Start [57]
                0.00    0.00       1/9580        timer_Stop [58]
                0.00    0.00       1/1           trans_LogTransition [67]
                0.00    0.00      65/65          scen_GetRandomSeed [159]
                0.00    0.00      48/51          coeff_GetStopRoadGravity [169]
                0.00    0.00      44/3004        scen_GetLogFlag [80]
                0.00    0.00      37/5003        proc_GetProcessingType [76]
                0.00    0.00      34/398         scen_GetOutputDir [130]
                0.00    0.00      33/33          scen_GetLogTimingsFlag [174]
                0.00    0.00      32/32          proc_IncrementCurrentRun [179]
                0.00    0.00      32/34          coeff_GetStepRoadGravity [172]
                0.00    0.00      32/194         out_write_restart_data [136]
                0.00    0.00      32/32          InitRandom [175]
                0.00    0.00      32/96          coeff_SetCurrentDiffusion [151]
                0.00    0.00      32/96          coeff_SetCurrentBreed [150]
                0.00    0.00      32/96          coeff_SetCurrentSpread [154]
                0.00    0.00      32/96          coeff_SetCurrentSlopeResist [153]
                0.00    0.00      32/96          coeff_SetCurrentRoadGravity [152]
                0.00    0.00      32/32          proc_IncrementNumRunsExecThisCPU [180]
                0.00    0.00      29/1835        scen_GetLogFP [89]
                0.00    0.00      24/27          coeff_GetStopSlopeResist [182]
                0.00    0.00      16/17          coeff_GetStartRoadGravity [185]
                0.00    0.00      16/18          coeff_GetStepSlopeResist [184]
                0.00    0.00      12/1628        scen_Append2Log [93]
                0.00    0.00      12/1629        scen_CloseLog [92]
                0.00    0.00      12/15          coeff_GetStopSpread [186]
                0.00    0.00      10/10          scen_GetNumLanduseClasses [198]
                0.00    0.00       8/8           scen_GetLanduseClassGrayscale [208]
                0.00    0.00       8/8           landclassSetGrayscale [202]
                0.00    0.00       8/8           landclassSetName [203]
                0.00    0.00       8/8           scen_GetLanduseClassName [209]
                0.00    0.00       8/8           landclassSetType [204]
                0.00    0.00       8/8           scen_GetLanduseClassType [210]
                0.00    0.00       8/8           scen_GetLanduseClassColor [207]
                0.00    0.00       8/8           landclassSetColor [201]
                0.00    0.00       8/9           coeff_GetStartSlopeResist [199]
                0.00    0.00       8/10          coeff_GetStepSpread [197]
                0.00    0.00       6/9           coeff_GetStopBreed [200]
                0.00    0.00       4/5           coeff_GetStartSpread [217]
                0.00    0.00       4/6           coeff_GetStepBreed [213]
                0.00    0.00       3/6           coeff_GetStopDiffusion [214]
                0.00    0.00       2/2           out_banner [226]
                0.00    0.00       2/1539        scen_GetDoingLanduseFlag [94]
                0.00    0.00       2/3           coeff_GetStartBreed [223]
                0.00    0.00       2/130         scen_GetWriteAvgFileFlag [141]
                0.00    0.00       2/130         scen_GetWriteStdDevFileFlag [142]
                0.00    0.00       2/4           coeff_GetStepDiffusion [219]
                0.00    0.00       1/1           timer_Init [323]
                0.00    0.00       1/1           proc_SetProcessingType [273]
                0.00    0.00       1/1           scen_init [318]
                0.00    0.00       1/1           landclassSetNumClasses [262]
                0.00    0.00       1/1           scen_GetCoeffDiffusionStart [282]
                0.00    0.00       1/1           coeff_SetStartSpread [246]
                0.00    0.00       1/1           scen_GetCoeffSpreadStart [294]
                0.00    0.00       1/1           coeff_SetStartDiffusion [243]
                0.00    0.00       1/1           coeff_SetStartBreed [242]
                0.00    0.00       1/1           scen_GetCoeffBreedStart [278]
                0.00    0.00       1/1           coeff_SetStartSlopeResist [245]
                0.00    0.00       1/1           scen_GetCoeffSlopeResistStart [290]
